Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
"DELETED-Couscous-fat-utf-8.txt","Trout Ocean 
UTF8 ====> «الكسكس« 1477 <==== fat bass Island","/img_ss-win-07-25-18.dd/vol_vol4/fat/DELETED-Couscous-fat-utf-8.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 00:00:00 CEST","2018-07-25 14:02:26 CEST",1209,Unallocated,Unallocated,unknown,,,text/plain,txt
"LIVE-Couscous-exfat-utf-16-le.txt","BOM UTF 16 LE ====> «الكسكس« 1482 <==== exfat Squid","/img_ss-win-07-25-18.dd/vol_vol6/exfat/LIVE-Couscous-exfat-utf-16-le.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 14:03:36 CEST","2018-07-25 14:03:36 CEST",2400,Allocated,Allocated,unknown,,,text/plain,txt
"LIVE-Couscous-exfat-utf-8.txt","pond Creek 
UTF8 ====> «الكسكس« 1481 <==== exfat SEA Bay","/img_ss-win-07-25-18.dd/vol_vol6/exfat/LIVE-Couscous-exfat-utf-8.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 14:03:36 CEST","2018-07-25 14:03:36 CEST",1241,Allocated,Allocated,unknown,,,text/plain,txt
"LIVE-Couscous-ntfs-utf-8.txt","Bay RIVER 
UTF8 ====> «الكسكس« 1489 <==== ntfs Brook","/img_ss-win-07-25-18.dd/vol_vol7/ntfs/LIVE-Couscous-ntfs-utf-8.txt","2018-07-24 23:15:14 CEST","2018-07-25 20:03:08 CEST","2018-07-25 20:03:08 CEST","2018-07-25 20:03:08 CEST",1221,Allocated,Allocated,unknown,,,text/plain,txt
"DELETED-Couscous-ntfs-utf-16-be.txt","BOM UTF 16 BE ====> «الكسكس« 1495 <==== ntfs RIVER","/img_ss-win-07-25-18.dd/vol_vol7/ntfs/DELETED-Couscous-ntfs-utf-16-be.txt","2018-07-24 23:15:14 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST",2498,Unallocated,Unallocated,unknown,,,text/plain,txt
"DELETED-Couscous-ntfs-utf-16-le.txt","BOM UTF 16 LE ====> «الكسكس« 1494 <==== ntfs Bay? tuna","/img_ss-win-07-25-18.dd/vol_vol7/ntfs/DELETED-Couscous-ntfs-utf-16-le.txt","2018-07-24 23:15:14 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST",2422,Unallocated,Unallocated,unknown,,,text/plain,txt
"LIVE-Couscous-fat-utf-16-be.txt","pond

BOM UTF 16 BE ====> «الكسكس« 1475 <==== fat tuna
bass","/img_ss-win-07-25-18.dd/vol_vol4/fat/LIVE-Couscous-fat-utf-16-be.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 00:00:00 CEST","2018-07-25 14:02:31 CEST",2376,Allocated,Allocated,unknown,,,text/plain,txt
"DELETED-Couscous-ntfs-utf-8.txt","bass Ocean. 
UTF8 ====> «الكسكس« 1493 <==== ntfs LAKE Island","/img_ss-win-07-25-18.dd/vol_vol7/ntfs/DELETED-Couscous-ntfs-utf-8.txt","2018-07-24 23:15:14 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST","2018-07-25 20:03:04 CEST",1245,Unallocated,Unallocated,unknown,,,text/plain,txt
"DELETED-Couscous-exfat-utf-16-be.txt","Ocean 
BOM UTF 16 BE ====> «الكسكس« 1487 <==== exfat bass","/img_ss-win-07-25-18.dd/vol_vol6/exfat/DELETED-Couscous-exfat-utf-16-be.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 14:03:30 CEST","2018-07-25 14:03:31 CEST",2448,Unallocated,Unallocated,unknown,,,text/plain,txt
"LIVE-Couscous-fat-utf-16-le.txt","BlueCrab

BOM UTF 16 LE ====> «الكسكس« 1474 <==== fat Brook BlueGill","/img_ss-win-07-25-18.dd/vol_vol4/fat/LIVE-Couscous-fat-utf-16-le.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 00:00:00 CEST","2018-07-25 14:02:31 CEST",2408,Allocated,Allocated,unknown,,,text/plain,txt
"DELETED-Couscous-exfat-utf-16-le.txt","SHARK 
BOM UTF 16 LE ====> «الكسكس« 1486 <==== exfat Island","/img_ss-win-07-25-18.dd/vol_vol6/exfat/DELETED-Couscous-exfat-utf-16-le.txt","2018-07-24 17:15:14 CEST","0000-00-00 00:00:00","2018-07-25 14:03:30 CEST","2018-07-25 14:03:31 CEST",2458,Unallocated,Unallocated,unknown,,,text/plain,txt
